task,family,profile,model,model_family,model_params_sha256,tuning_study_digest,model_git_sha,runner_git_sha,container_digest,hardware,sample_period,sequence_length,epochs,max_samples_per_window,protocol_overrides_sha256,comparison_protocol_sha256,ranking_protocol_sha256,rank,appliance,target_data_access,scope,status,seeds,run_count,mae_mean,mae_std,f1_mean,f1_std,elapsed_seconds_mean,elapsed_seconds_std,trainable_parameters_mean,trainable_parameters_std,peak_accelerator_memory_bytes_mean,peak_accelerator_memory_bytes_std
corrected-t1-redd,T1,corrected,NILMFormer,transformer,99b3a5ad90511b3a936238e2a16aa13693f7d33e329a2d70b4ff384b90e433cb,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,19,3,264,52918fa319fabace57b31cac3197af32a2ab6c861a421c72b98813d893498b82,3a55757094032c6e6993cfc82360697e87f6828338ad24770593cfea72d93c7f,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,6,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,61.95032196430245,4.375904341689981,0.5574067753172232,0.013732034965538065,14.266846684001697,1.216721910301764,383283.0,0.0,150708224.0,0.0
corrected-t1-redd,T1,corrected,SGN,subtask-gated,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,7,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,62.172831857678325,2.941454948449899,0.41029049303645243,0.06142928799658131,10.663384965698546,0.37715560557291095,1742398.0,0.0,102795776.0,0.0
corrected-t1-redd,T1,corrected,PatchTST,transformer,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,8,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,62.21215075320668,4.647100336091754,0.5589342065261659,0.0471131597560551,10.842557072639465,0.5762019656523469,103041.0,0.0,84803072.0,0.0
corrected-t1-redd,T1,corrected,Seq2Seq,recurrent,07f5562c93a226b28c0f287f72c181f6a7d322c0939fb2d5ca379e6449fc5445,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,99,3,264,9d1159428ae43d5fa937f5e9d6583cfb52fdf4695bfcf85ae0983fdb5511f39c,ac1248df47eedf27d9903746735dddbba73b79a8f82962345856d64b602e715d,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,9,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,64.28210968634095,0.2503544656497598,0.25763928594117275,0.08130986158023012,10.800130698635863,0.925839061701689,447099.0,0.0,79921152.0,0.0
corrected-t1-redd,T1,corrected,MSDC,specialized,99b3a5ad90511b3a936238e2a16aa13693f7d33e329a2d70b4ff384b90e433cb,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,19,3,264,52918fa319fabace57b31cac3197af32a2ab6c861a421c72b98813d893498b82,3a55757094032c6e6993cfc82360697e87f6828338ad24770593cfea72d93c7f,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,10,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,64.32810146447383,0.7899675943966844,0.6045810729355033,0.05742181700800983,17.712102669368807,3.8136280607356956,23765.0,0.0,83536896.0,0.0
corrected-t1-redd,T1,corrected,BERT,transformer,07f5562c93a226b28c0f287f72c181f6a7d322c0939fb2d5ca379e6449fc5445,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,99,3,264,9d1159428ae43d5fa937f5e9d6583cfb52fdf4695bfcf85ae0983fdb5511f39c,ac1248df47eedf27d9903746735dddbba73b79a8f82962345856d64b602e715d,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,11,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,64.68949759897559,0.2885520776432176,0.5262364676772727,0.02806860561582672,10.11888502103587,0.1992750791673553,803443.0,0.0,95548416.0,0.0
corrected-t1-redd,T1,corrected,ResNet,convolutional,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,12,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,65.0966699773615,0.050299616758984145,0.5637366818873668,0.009181913418603166,11.18068929334792,0.595057423935841,218799.0,0.0,72814080.0,0.0
corrected-t1-redd,T1,corrected,ConvLSTM,hybrid,99b3a5ad90511b3a936238e2a16aa13693f7d33e329a2d70b4ff384b90e433cb,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,19,3,264,52918fa319fabace57b31cac3197af32a2ab6c861a421c72b98813d893498b82,3a55757094032c6e6993cfc82360697e87f6828338ad24770593cfea72d93c7f,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,13,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,65.16681493508695,0.057762966785185145,0.5384851714943247,0.011107198923709137,12.93223089670452,1.060557072458325,482913.0,0.0,147919872.0,0.0
corrected-t1-redd,T1,corrected,Mean,statistical-baseline,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,,,264,74fa8e7b2a1c11832f718e0420283bdb1d65f215141904fb4a071f68c540141c,d690bec4fdc5a71023d154e9d9b73ba9b8a6f7ae99b8a45384de1f599564e04b,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,14,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,65.41159857547645,0.0,0.5714285714285714,0.0,9.288726943700263,1.1518671221929062,,,,
corrected-t1-redd,T1,corrected,DAE,autoencoder,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,15,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,65.47041602086539,0.5449725006760794,0.5029965859868126,0.06639607577365393,10.315937769017182,0.24050870920932654,255001.0,0.0,72397824.0,0.0
corrected-t1-redd,T1,corrected,RNNAttention,recurrent-attention,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,16,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,65.67139509567106,0.11008875167004234,0.44927832244008714,0.0627652049485499,10.621308831342807,0.8864125286015792,1333842.0,0.0,359916032.0,0.0
corrected-t1-redd,T1,corrected,Seq2Point,convolutional,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,17,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,65.83670441983925,2.70605360738133,0.5930544593528019,0.0191237046563621,10.48665609199088,0.937542768340575,1063449.0,0.0,92963328.0,0.0
corrected-t1-redd,T1,corrected,RNN,recurrent,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,18,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,66.46491092335094,0.9211318781670982,0.508391677460683,0.06034952160435065,10.187018022329235,0.42781172414088914,1268049.0,0.0,358861824.0,0.0
corrected-t1-redd,T1,corrected,HSMM,explicit-duration,fd5659f27351ecde1510dd952bec6a67e48634e801a67e526a0181626291891f,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,,,264,74fa8e7b2a1c11832f718e0420283bdb1d65f215141904fb4a071f68c540141c,d690bec4fdc5a71023d154e9d9b73ba9b8a6f7ae99b8a45384de1f599564e04b,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,19,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,66.90765348492246,0.0,0.5714285714285714,0.0,10.340834351993786,1.0759271984289087,,,40448.0,0.0
corrected-t1-redd,T1,corrected,ModernTCN,convolutional,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,20,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,67.34759072944371,1.5805779439904972,0.4740605530079214,0.0013167256985328539,10.066126696687812,0.11293508962008549,41921.0,0.0,75679744.0,0.0
corrected-t1-redd,T1,corrected,WindowGRU,recurrent,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,21,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,71.77255628951872,2.83462980187556,0.5724727484612632,0.005927487469645997,10.318701705352092,0.3463489068254447,427345.0,0.0,277179392.0,0.0
corrected-t1-redd,T1,corrected,DLinear,decomposition-linear,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,22,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,74.19478793674045,0.3615854545117276,0.517950885086435,0.006650355131620452,10.8492929059236,1.3166107630989738,100.0,0.0,67228672.0,0.0
corrected-t1-redd,T1,corrected,TCN,convolutional,99b3a5ad90511b3a936238e2a16aa13693f7d33e329a2d70b4ff384b90e433cb,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,19,3,264,52918fa319fabace57b31cac3197af32a2ab6c861a421c72b98813d893498b82,3a55757094032c6e6993cfc82360697e87f6828338ad24770593cfea72d93c7f,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,23,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,77.21525223760894,2.80628181641476,0.5395545314900153,0.034255767248231456,18.95194196565232,0.3421844930823652,67151.0,0.0,97742336.0,0.0
corrected-t1-redd,T1,corrected,TSMixer,mlp-mixer,059f22dd4e84c594a08c2d0a1dabec1c2b9990fe3b46becc01196bfbe0967c2a,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,49,3,264,22e8ad9925e0589361f4d497f66ba29ea28166d8574c963d9a45780b187ade06,4a5f37a7eecb739dc2d2dc7654bed96029b16187f9b48cd18525dfdb9485020a,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,24,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,138.47989247736305,24.098988600717,0.48136347695677806,0.08005818851242617,10.54149563664881,0.39280864787184117,5728.0,0.0,76357632.0,0.0
corrected-t1-redd,T1,corrected,Reformer,transformer,99b3a5ad90511b3a936238e2a16aa13693f7d33e329a2d70b4ff384b90e433cb,,b619d1f14373202aa4d20649e334bf2fe5d5fa81,65b1c5203f347d1ccff2240409c3ff0417e9c374,sha256:5f6d9f1625b1f46098976dc3dbdfcb6070ea316c8997ea20471d39ade5672ec3,NVIDIA A100-SXM4-80GB,900,19,3,264,52918fa319fabace57b31cac3197af32a2ab6c861a421c72b98813d893498b82,3a55757094032c6e6993cfc82360697e87f6828338ad24770593cfea72d93c7f,3f43db15c77f424fc23d519e14f719a23cf3a6dc2e99a72abac21ebea3d5b280,25,fridge,not_applicable,smoke,smoke-verified,10;20;42,3,189.67854292513144,214.6778828728768,0.19047619047619047,0.329914439536929,12.16772515361663,1.058549070030298,19536897.0,0.0,913259008.0,0.0
